"y_gap","CPI_infl","FEDFUNDS"
-0.00504828994687207,-0.299904351634277,0.782323943661972
-0.00455620005657334,-0.1133771358018,0.622323943661972
-0.0080552202387343,-0.119131032070312,0.632323943661972
-0.00153716021980213,-0.561616785947043,0.892323943661972
0.000845287536912431,-0.562594575075819,0.902323943661972
-0.00067102047131184,-0.191357411296727,0.882323943661972
-0.000659292883935815,-0.565682877359146,0.942323943661972
-0.00134188282675049,-0.751421489433506,0.832323943661972
0.00138723934762929,-0.260172049457035,0.922323943661972
0.00772168925675607,-0.446797812348647,0.452323943661972
0.00763119237262264,-0.387886990945345,0.012323943661972
0.00672267744757318,-0.148846133045959,0.122323943661972
0.010919184841879,-0.393742878291485,0.372323943661972
0.0184857699516623,-0.0384770685442338,0.582323943661972
0.0136836841594166,-0.16347726187445,0.832323943661972
0.0235963627639307,0.0658279639192026,1.40232394366197
0.0167609662575311,0.172937368782273,1.92232394366197
0.0151217155807134,-0.182358513565921,1.89232394366197
0.00447841650669226,0.0980238497515006,1.36232394366197
0.00353618212387058,-0.420255897158954,0.182323943661972
-0.00749676493384759,-0.309509504047627,-0.847676056338028
-0.0116669760508446,-0.762126066067319,-2.12767605633803
-0.0101884670375505,-0.818511674072768,-2.88767605633803
-0.0108996784344187,0.0215624107217048,-2.86767605633803
-0.0136585631444344,-0.485155106414075,-2.88767605633803
-0.0192553566839386,-0.21034786245953,-2.86767605633803
-0.0208628380104406,-0.105144679127482,-3.37767605633803
-0.0189334051693907,-0.546753726410225,-3.35767605633803
-0.00934046017729549,-0.602248136221411,-3.60767605633803
-0.00469179131583365,-0.223687517126541,-3.60767605633803
-0.00589162220314463,-0.120488212880003,-3.61767605633803
-0.00494732585502464,-0.286092914648544,-3.61767605633803
-0.00216918875147228,0.0282584516826122,-3.35767605633803
0.00147065636398761,0.020176200651063,-2.85767605633803
0.0061867792674793,-0.456391482069067,-2.33767605633803
0.00501920384831368,0.215268353292659,-1.82767605633803
0.00701640877486781,-0.257198524269979,-1.35767605633803
0.0070506138527001,1.2572583213372,-0.837676056338028
0.0152429402324121,-0.774400519466605,-0.327676056338028
0.0130135987260759,-0.174799275972086,0.172323943661972
0.0100717055468334,0.215396968621269,0.622323943661972
0.0145690601270557,-1.36887428562409,0.632323943661972
0.0138927338496417,-0.116417201948442,0.632323943661972
0.016682974628639,0.330564476547375,0.632323943661972
0.0194718065449508,-0.0530460040200343,0.642323943661972
0.023105387605794,-0.11326934966081,0.142323943661972
0.0164849247001901,0.541574150973174,-0.677676056338028
0.0203084824528682,-0.0449763847556729,-2.33767605633803
0.0130944090058676,1.46918149155304,-2.60767605633803
-0.0108991977731882,-1.80184960514443,-3.64767605633803
-0.0241717840291461,-3.23521461578971,-4.46767605633803
-0.0278970809875676,-0.509317390089441,-4.46767605633803
-0.0264711701749222,0.0689740989668851,-4.45767605633803
-0.0179896365229471,-0.0478701086963175,-4.49767605633803
-0.0156462640657571,-0.423646176768893,-4.50767605633803
-0.00874660908920315,-0.913892389623632,-4.41767605633803
-0.00404449996985322,-0.78193027242091,-4.43767605633803
-0.00204008320273641,-0.219797960357253,-4.42767605633803
-0.00790353637312942,0.102894183562503,-4.44767605633803
-0.00490537563487245,0.430462534287352,-4.51767605633803
-0.00912547547168484,-0.295474703348058,-4.54767605633803
-0.00219938131237483,-0.275435092149428,-4.54767605633803
0.00167775245906645,-0.394370406353888,-4.53767605633803
0.00143951004636871,-0.286216340892347,-4.47767605633803
-0.00201771885695253,-1.13562796806195,-4.45767605633803
-0.00595120067554833,0.449778101771754,-4.45767605633803
-0.00140264823898481,-0.857103668650821,-4.47767605633803
-0.00416114545115566,-0.823882560260207,-4.46767605633803
-0.00125939694865083,-0.400083308332482,-4.52767605633803
0.00171947993278469,-0.54516141822714,-4.52767605633803
-0.00754186201732501,-0.184330968674589,-4.54767605633803
-0.000594415369720596,-0.374542482775135,-4.52767605633803
0.00553862439397947,-0.440171117997617,-4.52767605633803
0.00460100365123047,-0.903438054071986,-4.52767605633803
